co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi
360.49,0.17,1.48,42.56,0.51,4.63,4.75,0.27,1
360.49,0.12,1.65,41.84,0.61,4.38,4.52,0.33,1
353.81,0.06,1.71,41.84,0.63,4.25,4.4,0.35,1
340.46,0.01,1.63,41.84,0.58,4.35,4.49,0.33,1
320.44,0,1.48,42.2,0.5,4.24,4.35,0.28,1
300.41,0,1.41,41.13,0.44,3.72,3.82,0.24,1
283.72,0,1.36,40.05,0.38,2.65,2.74,0.2,1
273.71,0,1.31,39.7,0.33,1.79,1.87,0.18,1
270.37,0,1.27,39.7,0.31,1.45,1.51,0.18,1
270.37,0,1.26,40.05,0.31,1.22,1.26,0.19,1
277.04,0,1.3,40.41,0.33,1.27,1.31,0.22,1
287.06,0,1.41,38.98,0.34,1.3,1.34,0.25,1
293.73,0,1.56,34.33,0.33,1.28,1.33,0.31,1
290.39,0,1.67,29.33,0.34,1.24,1.3,0.42,1
283.72,0,1.84,25.75,0.43,1.28,1.35,0.52,1
287.06,0,2.14,23.6,0.57,1.5,1.6,0.61,1
310.42,0.04,2.7,21.1,0.74,1.79,1.98,0.74,1
337.12,0.27,3.17,20.39,0.89,2.48,2.75,0.8,1
357.15,0.47,3.34,22.53,1.01,4.1,4.51,0.9,1
370.5,0.53,3.26,27.18,1.04,4.63,5.11,0.84,1
383.85,0.48,3.34,30.04,1.04,4.99,5.5,0.75,1
393.87,0.4,3.6,31.47,1.06,5.84,6.3,0.69,1
397.21,0.29,3.68,33.98,1.04,5.44,5.75,0.6,1
380.52,0.2,3.3,36.12,0.95,4.35,4.54,0.5,1
357.15,0.11,2.61,37.91,0.86,3.14,3.26,0.39,1
330.45,0.07,1.99,39.7,0.72,2.65,2.75,0.31,1
303.75,0.03,1.74,37.91,0.54,2.04,2.12,0.24,1
283.72,0.01,1.56,35.41,0.4,1.48,1.56,0.2,1
270.37,0,1.34,36.12,0.35,1.36,1.45,0.23,1
267.03,0,1.24,37.55,0.36,1.58,1.69,0.32,1
267.03,0,1.25,38.27,0.38,1.72,1.85,0.42,1
270.37,0,1.31,38.98,0.39,1.74,1.85,0.4,1
277.04,0,1.39,40.41,0.42,1.84,1.93,0.36,1
277.04,0,1.46,42.2,0.43,1.84,1.91,0.38,1
283.72,0,1.5,42.2,0.45,2.05,2.14,0.43,1
297.07,0,1.63,40.41,0.49,2.76,2.89,0.44,1
310.42,0,1.78,38.62,0.62,4.07,4.26,0.48,1
320.44,0,1.91,37.19,0.8,4.98,5.24,0.55,1
323.77,0,1.99,35.41,0.97,5.96,6.27,0.59,1
323.77,0,2.04,33.98,1.1,6.41,6.76,0.59,1
330.45,0.02,2.21,32.54,1.18,6.74,7.18,0.66,1
350.48,0.11,2.36,31.83,1.24,7.48,8.01,0.71,1
370.5,0.19,2.31,32.19,1.27,7.94,8.48,0.7,1
383.85,0.21,2.1,33.98,1.24,8.38,8.86,0.58,1
397.21,0.22,1.8,36.48,1.13,8.64,9.05,0.45,1
413.9,0.23,1.63,38.98,1.01,10.14,10.46,0.34,2
433.92,0.22,1.65,41.13,0.93,10.87,11.11,0.26,2
440.6,0.19,1.91,41.13,0.89,11.09,11.29,0.23,2
433.92,0.14,1.99,43.63,0.88,11.14,11.34,0.24,2
410.56,0.09,1.93,47.21,0.83,10.16,10.38,0.25,2
393.87,0.04,1.95,49.35,0.79,9.16,9.37,0.27,1
380.52,0.01,2.06,48.64,0.77,7.23,7.42,0.26,1
363.83,0,2.08,45.42,0.71,6.03,6.19,0.24,1
340.46,0,1.99,42.92,0.6,5.36,5.5,0.21,1
317.1,0,1.8,41.13,0.51,4.37,4.48,0.17,1
293.73,0,1.65,41.13,0.46,3.19,3.27,0.15,1
277.04,0,1.56,41.84,0.43,2.6,2.67,0.14,1
273.71,0,1.52,42.56,0.45,2.63,2.68,0.14,1
283.72,0,1.59,42.56,0.52,3.34,3.39,0.17,1
307.08,0,1.67,43.27,0.63,4.6,4.68,0.21,1
323.77,0,1.71,41.84,0.72,6.52,6.67,0.3,1
327.11,0,1.76,38.62,0.76,7.37,7.65,0.44,1
333.79,0,1.84,36.12,0.78,7.31,7.66,0.52,1
347.14,0,2.04,33.98,0.81,6.79,7.14,0.5,1
377.18,0.02,2.34,32.19,0.89,7.28,7.62,0.44,1
400.54,0.13,2.44,31.83,0.91,8.04,8.38,0.39,1
413.9,0.21,2.31,32.54,0.86,8.01,8.32,0.35,1
420.57,0.24,2.06,34.69,0.79,7.26,7.53,0.33,1
423.91,0.24,1.8,37.91,0.72,6.83,7.06,0.31,1
423.91,0.25,1.71,38.27,0.63,8.07,8.26,0.28,1
420.57,0.24,1.65,39.34,0.56,8.44,8.61,0.25,1
423.91,0.2,1.8,39.34,0.55,7.99,8.14,0.23,1
427.25,0.13,1.78,43.27,0.62,8.62,8.79,0.26,1
417.23,0.07,1.5,53.64,0.71,9.9,10.14,0.34,1
387.19,0.04,1.35,60.08,0.76,9.54,9.84,0.48,1
357.15,0.01,1.34,60.08,0.77,8.17,8.53,0.66,1
330.45,0,1.37,58.65,0.78,7.39,7.78,0.79,1
313.76,0,1.39,57.94,0.75,6.85,7.22,0.85,1
300.41,0,1.39,55.79,0.68,5.79,6.11,0.77,1
303.75,0,1.48,55.08,0.66,6.05,6.36,0.75,1
330.45,0,1.67,55.08,0.7,7.26,7.58,0.76,1
370.5,0,1.84,55.79,0.72,6.28,6.53,0.63,1
397.21,0,1.91,56.51,0.75,5.51,5.69,0.48,1
410.56,0,1.89,57.22,0.82,5.33,5.45,0.35,1
407.22,0,1.8,55.79,0.86,4.74,4.84,0.3,1
400.54,0,1.69,55.08,0.92,3.83,3.92,0.27,1
400.54,0,1.61,55.79,1.03,3.58,3.67,0.26,1
400.54,0,1.54,53.64,1.03,3.42,3.51,0.23,1
400.54,0.01,1.61,49.35,0.97,3.31,3.42,0.24,1
397.21,0.06,1.61,47.21,0.88,3.14,3.27,0.22,1
397.21,0.11,1.27,47.92,0.77,2.94,3.06,0.19,1
393.87,0.13,0.96,50.78,0.72,2.93,3.04,0.17,1
400.54,0.12,0.85,52.93,0.7,3.46,3.57,0.17,1
403.88,0.12,0.85,54.36,0.71,5.09,5.22,0.19,1
403.88,0.12,0.89,55.79,0.69,6.36,6.48,0.2,1
417.23,0.12,1.03,58.65,0.72,6.98,7.09,0.2,1
420.57,0.1,1.21,60.08,0.78,6.63,6.73,0.21,1
403.88,0.07,1.39,60.8,0.79,5.8,5.9,0.23,1
390.53,0.04,1.59,60.8,0.78,5.46,5.56,0.26,1
387.19,0.01,1.71,62.23,0.8,5.44,5.55,0.27,1
383.85,0,1.74,63.66,0.83,5.26,5.38,0.28,1
367.17,0,1.71,62.94,0.78,4.9,5.03,0.28,1
353.81,0,1.69,59.37,0.64,3.25,3.36,0.23,1
347.14,0,1.61,57.94,0.52,2.28,2.37,0.17,1
347.14,0,1.5,60.08,0.48,2.12,2.18,0.14,1
347.14,0,1.37,65.09,0.52,2.47,2.51,0.12,1
347.14,0,1.33,65.8,0.58,2.53,2.57,0.11,1
343.8,0,1.39,60.8,0.69,2.41,2.44,0.1,1
333.79,0,1.56,52.21,0.78,2.35,2.38,0.1,1
327.11,0,1.78,44.7,0.75,1.98,2.02,0.12,1
323.77,0,2.01,38.62,0.69,1.6,1.64,0.15,1
323.77,0,2.25,32.19,0.65,1.79,1.84,0.19,1
323.77,0.03,2.55,27.18,0.66,2.25,2.34,0.24,1
320.44,0.18,2.72,24.32,0.66,2.4,2.52,0.28,1
307.08,0.3,2.55,24.68,0.59,2.47,2.61,0.33,1
290.39,0.31,2.12,26.46,0.49,2.06,2.2,0.32,1
277.04,0.23,1.74,28.97,0.4,1.65,1.78,0.29,1
267.03,0.17,1.41,32.9,0.34,1.47,1.58,0.25,1
263.69,0.13,1.21,38.27,0.34,1.23,1.33,0.23,1
273.71,0.11,1.15,43.63,0.39,1.29,1.4,0.24,1
283.72,0.08,1.18,47.92,0.46,1.47,1.57,0.26,1
293.73,0.06,1.26,51.5,0.5,1.56,1.66,0.27,1
303.75,0.03,1.41,55.79,0.54,1.91,2.02,0.28,1
313.76,0.01,1.5,57.94,0.57,2.52,2.65,0.31,1
317.1,0,1.52,59.37,0.59,2.99,3.13,0.33,1
317.1,0,1.48,60.08,0.57,3.07,3.21,0.33,1
317.1,0,1.41,62.23,0.54,2.89,3.02,0.34,1
320.44,0,1.34,65.09,0.54,3.01,3.14,0.38,1
323.77,0,1.22,66.52,0.52,2.79,2.9,0.44,1
317.1,0,1.14,63.66,0.46,1.93,2.01,0.38,1
303.75,0,1.05,60.8,0.41,1.4,1.45,0.28,1
293.73,0,1,59.37,0.4,1.12,1.16,0.19,1
287.06,0,1.05,55.08,0.41,0.95,0.99,0.16,1
287.06,0,1.19,47.92,0.43,1.2,1.25,0.18,1
290.39,0,1.39,42.2,0.45,1.42,1.48,0.21,1
300.41,0,1.63,38.27,0.48,1.38,1.44,0.23,1
307.08,0.01,1.89,34.33,0.48,1.43,1.52,0.25,1
313.76,0.07,2.08,31.83,0.48,1.76,1.87,0.3,1
317.1,0.12,1.99,31.47,0.48,1.98,2.11,0.31,1
313.76,0.15,1.69,33.62,0.46,1.82,1.96,0.29,1
303.75,0.12,1.41,36.48,0.41,1.49,1.62,0.29,1
297.07,0.08,1.29,36.84,0.38,1.96,2.11,0.31,1
297.07,0.07,1.19,38.98,0.39,2.64,2.78,0.31,1
313.76,0.06,1.18,42.92,0.43,3.28,3.42,0.3,1
337.12,0.05,1.24,47.21,0.51,3.31,3.45,0.33,1
353.81,0.06,1.35,50.78,0.6,3.26,3.39,0.35,1
367.17,0.06,1.5,53.64,0.68,3.07,3.19,0.4,1
367.17,0.02,1.65,51.5,0.72,2.66,2.78,0.48,1
353.81,0,1.69,49.35,0.73,2.36,2.5,0.58,1
340.46,0,1.74,49.35,0.69,2.33,2.5,0.67,1
327.11,0,1.71,50.78,0.61,2.42,2.61,0.78,1
320.44,0,1.67,50.78,0.53,2.48,2.7,0.87,1
313.76,0,1.61,48.64,0.45,2.47,2.72,0.95,1
307.08,0,1.52,47.92,0.4,2.45,2.72,1.05,1
297.07,0,1.41,46.49,0.36,2.59,2.9,1.16,1
287.06,0,1.39,43.63,0.34,2.65,2.99,1.22,1
287.06,0,1.5,40.05,0.34,2.69,3.04,1.28,1
287.06,0,1.59,37.91,0.34,2.78,3.15,1.39,1
283.72,0,1.56,36.48,0.33,2.88,3.27,1.46,1
280.38,0,1.5,34.69,0.31,2.94,3.38,1.43,1
283.72,0.04,1.52,32.54,0.31,3.11,3.62,1.36,1
293.73,0.19,1.37,32.19,0.33,3.32,3.86,1.31,1
300.41,0.23,1.14,34.33,0.32,3.54,3.97,1.06,1
300.41,0.21,0.89,37.55,0.31,3.32,3.63,0.78,1
283.72,0.15,0.77,38.98,0.29,2.78,2.99,0.59,1
273.71,0.11,0.79,37.55,0.29,2.16,2.32,0.51,1
267.03,0.08,0.8,37.19,0.3,1.68,1.8,0.46,1
260.35,0.05,0.78,37.55,0.31,1.35,1.44,0.4,1
253.68,0.04,0.84,38.62,0.34,1.15,1.24,0.41,1
257.02,0.03,0.94,40.05,0.37,1.09,1.17,0.41,1
267.03,0.02,1.16,42.2,0.43,1.28,1.38,0.46,1
290.39,0.01,1.39,43.27,0.47,1.83,1.95,0.54,1
323.77,0,1.56,43.27,0.5,2.87,3.03,0.62,1
367.17,0,1.84,40.77,0.51,4.07,4.26,0.66,1
387.19,0,2.04,37.55,0.5,4.18,4.38,0.67,1
373.84,0,2.04,35.41,0.45,3.38,3.58,0.71,1
347.14,0,1.93,33.62,0.38,2.51,2.69,0.75,1
320.44,0,1.78,32.54,0.33,1.94,2.09,0.77,1
300.41,0,1.61,32.19,0.28,1.64,1.78,0.75,1
287.06,0,1.41,32.54,0.24,1.45,1.58,0.72,1
277.04,0,1.26,32.9,0.21,1.35,1.47,0.68,1
270.37,0,1.1,33.62,0.18,1.25,1.36,0.65,1
263.69,0,0.98,34.33,0.16,1.14,1.23,0.59,1
260.35,0,0.92,33.98,0.15,1.04,1.13,0.52,1
263.69,0.01,0.99,32.9,0.18,1.08,1.18,0.52,1
273.71,0.06,1.04,32.19,0.24,1.22,1.35,0.58,1
283.72,0.08,0.96,32.54,0.29,1.26,1.4,0.59,1
290.39,0.11,0.87,35.05,0.34,1.43,1.57,0.57,1
293.73,0.1,0.91,37.55,0.41,1.64,1.78,0.57,1
293.73,0.1,0.96,37.55,0.45,2.23,2.37,0.54,1
293.73,0.09,0.93,37.91,0.41,2.34,2.46,0.45,1
287.06,0.06,0.87,37.19,0.34,2.18,2.28,0.32,1
293.73,0.03,0.85,37.19,0.31,2.39,2.49,0.26,1
303.75,0.01,0.83,38.98,0.32,2.73,2.84,0.23,1
340.46,0.01,1.04,40.77,0.44,3.89,4.04,0.29,1
383.85,0.01,1.39,41.84,0.57,5.38,5.62,0.41,1
410.56,0,1.56,41.84,0.62,6.19,6.52,0.51,1
413.9,0,1.59,41.84,0.6,6.64,7.06,0.59,1
380.52,0,1.46,42.2,0.49,5.92,6.32,0.55,1
320.44,0,1.29,42.56,0.37,4.64,5,0.52,1
273.71,0,1.17,41.49,0.28,3.65,3.95,0.5,1
250.34,0,1.09,38.27,0.23,2.83,3.08,0.52,1
236.99,0,1,35.05,0.18,2.08,2.29,0.54,1
230.31,0,0.89,32.54,0.15,1.54,1.73,0.52,1
223.64,0,0.78,30.4,0.12,1.24,1.41,0.5,1
216.96,0,0.71,27.54,0.1,1.02,1.18,0.47,1
210.29,0,0.66,25.39,0.09,0.87,1.02,0.44,1
206.95,0,0.62,23.6,0.09,0.79,0.93,0.37,1
206.95,0.01,0.65,22.53,0.1,0.73,0.89,0.31,1
210.29,0.03,0.7,21.82,0.14,0.7,0.88,0.28,1
216.96,0.04,0.65,21.82,0.17,0.69,0.85,0.27,1
230.31,0.04,0.59,25.03,0.21,0.65,0.78,0.27,1
263.69,0.03,0.65,35.76,0.32,0.67,0.78,0.29,1
293.73,0.03,0.74,42.2,0.41,0.84,0.93,0.29,1
317.1,0.04,0.81,45.78,0.45,1.04,1.12,0.25,1
323.77,0.04,0.87,46.49,0.46,1.12,1.19,0.19,1
330.45,0.03,0.96,45.78,0.46,1.07,1.14,0.17,1
333.79,0.01,1.07,43.99,0.45,0.98,1.05,0.18,1
333.79,0.01,1.35,39.7,0.46,1,1.12,0.27,1
340.46,0,1.71,33.62,0.49,1.12,1.33,0.4,1
330.45,0,1.78,28.25,0.46,1.13,1.43,0.48,1
313.76,0,1.63,23.96,0.4,1.1,1.49,0.53,1
300.41,0,1.46,21.1,0.34,1.11,1.52,0.49,1
290.39,0,1.3,19.31,0.28,1.13,1.52,0.43,1
280.38,0,1.19,18.24,0.23,1.12,1.45,0.37,1
267.03,0,1.05,17.52,0.19,1.01,1.24,0.35,1
257.02,0,0.88,17.88,0.14,0.83,1,0.33,1
247,0,0.74,19.13,0.11,0.66,0.77,0.27,1
250.34,0,0.7,18.24,0.1,0.58,0.67,0.24,1
260.35,0,0.74,15.2,0.11,0.68,0.76,0.22,1
277.04,0,0.81,12.88,0.11,0.81,0.89,0.21,1
283.72,0,0.85,12.52,0.1,0.81,0.89,0.2,1
293.73,0.01,0.94,13.59,0.11,0.8,0.91,0.19,1
300.41,0.02,1.08,14.66,0.13,0.8,0.93,0.19,1
303.75,0.03,1.06,15.56,0.13,0.93,1.06,0.18,1
300.41,0.04,0.88,16.99,0.12,0.89,1,0.16,1
280.38,0.04,0.71,18.6,0.1,0.63,0.71,0.13,1
267.03,0.03,0.64,18.77,0.09,0.5,0.57,0.13,1
257.02,0.03,0.59,19.13,0.08,0.5,0.57,0.13,1
250.34,0.03,0.56,19.67,0.08,0.5,0.57,0.14,1
243.66,0.03,0.54,19.85,0.08,0.5,0.57,0.15,1
236.99,0.03,0.54,20.39,0.08,0.5,0.58,0.16,1
236.99,0.03,0.73,19.49,0.11,0.5,0.62,0.24,1
250.34,0.01,1.08,16.99,0.17,0.5,0.69,0.34,1
253.68,0,1.21,15.2,0.19,0.5,0.77,0.41,1
257.02,0,1.23,13.77,0.2,0.5,0.87,0.49,1
260.35,0,1.19,12.88,0.18,0.62,1.01,0.48,1
263.69,0,1.07,12.7,0.16,0.76,1.15,0.45,1
267.03,0,1.03,12.52,0.15,0.87,1.2,0.42,1
270.37,0,1.01,12.16,0.14,0.8,1.04,0.4,1
270.37,0,0.93,11.62,0.12,0.75,0.93,0.4,1
273.71,0,0.8,11.27,0.1,0.73,0.88,0.34,1
280.38,0,0.77,10.1,0.1,0.72,0.83,0.28,1
293.73,0,0.9,8.14,0.12,0.71,0.8,0.23,1
300.41,0,0.96,7.6,0.11,0.69,0.77,0.21,1
287.06,0,0.88,9.12,0.09,0.72,0.81,0.2,1
267.03,0.05,0.76,12.16,0.08,0.7,0.81,0.18,1
253.68,0.11,0.66,16.09,0.1,0.6,0.72,0.18,1
247,0.1,0.61,18.42,0.09,0.5,0.61,0.16,1
240.33,0.06,0.49,19.67,0.08,0.5,0.59,0.14,1
233.65,0.03,0.4,20.92,0.06,0.5,0.56,0.11,1
230.31,0.03,0.38,21.28,0.06,0.5,0.56,0.12,1
226.97,0.03,0.37,21.82,0.07,0.5,0.56,0.14,1
223.64,0.02,0.38,22.53,0.08,0.5,0.56,0.15,1
223.64,0.02,0.41,22.71,0.1,0.5,0.56,0.17,1
223.64,0.01,0.48,22.53,0.12,0.5,0.57,0.2,1
233.65,0.01,0.68,21.99,0.15,0.5,0.59,0.25,1
247,0,0.93,21.1,0.2,0.5,0.63,0.33,1
250.34,0,1,21.82,0.21,0.5,0.68,0.37,1
250.34,0,1.02,23.6,0.24,0.6,0.83,0.43,1
253.68,0,1.05,24.32,0.25,0.77,1.01,0.45,1
253.68,0,1.01,22.89,0.23,0.98,1.22,0.43,1
250.34,0,0.93,19.85,0.19,1.01,1.23,0.38,1
250.34,0,0.83,17.88,0.13,0.87,1.02,0.32,1
250.34,0,0.74,17.17,0.1,0.72,0.83,0.27,1
250.34,0,0.68,16.81,0.08,0.61,0.69,0.22,1
250.34,0,0.6,15.91,0.06,0.5,0.56,0.19,1
253.68,0,0.55,14.31,0.05,0.5,0.55,0.16,1
260.35,0,0.57,13.23,0.05,0.5,0.55,0.14,1
263.69,0,0.63,13.41,0.05,0.5,0.55,0.13,1
260.35,0.03,0.69,15.02,0.06,0.5,0.57,0.12,1
253.68,0.09,0.7,17.7,0.08,0.5,0.58,0.12,1
250.34,0.12,0.63,20.21,0.08,0.5,0.58,0.12,1
243.66,0.11,0.51,22.35,0.07,0.5,0.57,0.11,1
236.99,0.1,0.46,24.32,0.06,0.5,0.56,0.1,1
233.65,0.08,0.46,26.11,0.06,0.5,0.56,0.1,1
226.97,0.06,0.5,27.54,0.07,0.5,0.55,0.1,1
230.31,0.06,0.57,28.61,0.08,0.5,0.55,0.1,1
236.99,0.07,0.6,28.61,0.09,0.5,0.55,0.12,1
236.99,0.06,0.65,27.18,0.1,0.5,0.56,0.13,1
243.66,0.05,0.85,23.96,0.13,0.5,0.58,0.17,1
253.68,0.02,1.09,22.17,0.17,0.5,0.61,0.23,1
260.35,0,1.19,21.99,0.19,0.56,0.71,0.27,1
263.69,0,1.2,21.99,0.2,0.73,0.91,0.3,1
263.69,0,1.18,22.35,0.2,0.67,0.84,0.28,1
263.69,0,1.17,23.25,0.19,0.62,0.76,0.25,1
257.02,0,1.16,24.32,0.17,0.6,0.72,0.22,1
243.66,0,1.06,25.03,0.13,0.52,0.59,0.2,1
233.65,0,0.96,24.68,0.11,0.5,0.55,0.18,1
226.97,0,0.92,23.25,0.09,0.5,0.54,0.16,1
220.3,0,0.85,21.82,0.08,0.5,0.54,0.14,1
213.62,0,0.71,20.56,0.08,0.5,0.54,0.14,1
210.29,0,0.6,20.21,0.08,0.5,0.54,0.14,1
210.29,0,0.61,20.56,0.08,0.5,0.54,0.13,1
210.29,0.02,0.72,21.28,0.1,0.5,0.55,0.13,1
213.62,0.05,0.83,22.71,0.12,0.5,0.57,0.13,1
220.3,0.06,0.8,24.32,0.12,0.5,0.57,0.13,1
226.97,0.05,0.66,25.39,0.1,0.51,0.58,0.13,1
226.97,0.05,0.5,24.68,0.09,0.65,0.72,0.13,1
226.97,0.05,0.42,23.25,0.08,0.82,0.89,0.14,1
226.97,0.05,0.4,23.6,0.08,0.87,0.94,0.15,1
223.64,0.04,0.42,24.32,0.07,0.82,0.89,0.14,1
220.3,0.03,0.44,24.32,0.07,0.79,0.86,0.14,1
216.96,0.02,0.48,24.68,0.08,0.75,0.81,0.14,1
223.64,0.02,0.61,24.32,0.09,0.8,0.87,0.16,1
240.33,0,0.78,23.6,0.13,1.04,1.13,0.21,1
253.68,0,0.9,23.6,0.15,1.61,1.74,0.25,1
263.69,0,0.98,23.6,0.17,2.24,2.4,0.3,1
270.37,0,1.01,23.6,0.18,2.63,2.81,0.31,1
270.37,0,1,23.6,0.16,2.55,2.73,0.31,1
263.69,0,0.96,23.96,0.14,2.31,2.47,0.28,1
257.02,0,0.89,24.32,0.1,1.92,2.04,0.27,1
250.34,0,0.79,24.68,0.08,1.75,1.85,0.27,1
243.66,0,0.69,23.6,0.07,1.64,1.73,0.25,1
240.33,0,0.57,21.82,0.05,1.43,1.52,0.22,1
233.65,0,0.48,19.49,0.04,1.14,1.22,0.19,1
233.65,0,0.42,17.7,0.04,1.04,1.1,0.17,1
230.31,0,0.42,17.17,0.04,0.94,1,0.16,1
230.31,0.01,0.48,18.06,0.06,0.86,0.94,0.16,1
233.65,0.02,0.57,19.31,0.08,0.78,0.88,0.17,1
230.31,0.04,0.55,20.39,0.08,0.71,0.79,0.16,1
223.64,0.04,0.43,21.82,0.07,0.65,0.73,0.13,1
211.95,0.03,0.34,24.68,0.05,0.51,0.56,0.11,1
206.95,0.02,0.28,25.03,0.05,0.5,0.56,0.12,1
206.95,0.02,0.26,23.96,0.05,0.5,0.56,0.12,1
205.28,0.01,0.26,23.6,0.05,0.5,0.55,0.12,1
206.95,0.01,0.3,22.89,0.06,0.5,0.55,0.14,1
206.95,0.01,0.34,22.71,0.08,0.5,0.56,0.17,1
210.29,0.01,0.48,21.82,0.11,0.5,0.58,0.22,1
216.96,0.01,0.66,20.56,0.14,0.5,0.61,0.29,1
216.96,0,0.72,19.85,0.15,0.51,0.66,0.33,1
216.96,0,0.73,19.49,0.15,0.57,0.77,0.38,1
216.96,0,0.75,19.31,0.14,0.62,0.85,0.39,1
216.96,0,0.76,19.85,0.13,0.65,0.88,0.37,1
220.3,0,0.79,19.85,0.12,0.68,0.87,0.33,1
216.96,0,0.74,19.49,0.09,0.61,0.74,0.31,1
213.62,0,0.62,19.13,0.07,0.56,0.67,0.29,1
211.95,0,0.52,18.77,0.06,0.53,0.63,0.27,1
213.62,0,0.48,18.42,0.06,0.5,0.59,0.27,1
216.96,0,0.47,17.88,0.06,0.52,0.6,0.27,1
220.3,0,0.44,17.88,0.06,0.58,0.67,0.26,1
223.64,0,0.44,18.06,0.06,0.75,0.84,0.24,1
226.97,0.01,0.5,18.06,0.08,0.82,0.95,0.23,1
233.65,0.06,0.55,18.77,0.11,0.83,0.99,0.23,1
236.99,0.09,0.47,21.64,0.11,0.83,0.99,0.21,1
230.31,0.08,0.32,25.03,0.09,0.8,0.93,0.18,1
213.62,0.05,0.2,29.33,0.06,0.56,0.65,0.14,1
206.95,0.03,0.17,30.04,0.05,0.5,0.58,0.14,1
205.28,0.03,0.17,29.68,0.05,0.5,0.58,0.15,1
205.28,0.02,0.19,29.33,0.06,0.5,0.58,0.16,1
206.95,0.02,0.2,29.33,0.07,0.51,0.6,0.2,1
210.29,0.02,0.22,29.68,0.08,0.55,0.66,0.24,1
220.3,0.03,0.46,29.68,0.13,0.69,0.86,0.36,1
233.65,0.02,0.88,28.97,0.21,0.93,1.2,0.54,1
243.66,0,1.07,28.25,0.26,1.14,1.54,0.71,1
247,0,1.13,27.9,0.29,1.46,2.03,0.9,1
253.68,0,1.22,26.46,0.3,1.88,2.59,1,1
257.02,0,1.24,25.39,0.28,2.45,3.24,1.03,1
260.35,0,1.2,26.11,0.25,3.03,3.79,0.93,1
260.35,0,1.05,28.61,0.21,3.55,4.15,0.79,1
257.02,0,0.84,32.54,0.19,4.08,4.55,0.7,1
253.68,0,0.66,37.91,0.17,4.67,5.05,0.61,1
253.68,0,0.62,40.77,0.16,5.12,5.46,0.59,1
250.34,0,0.61,42.56,0.15,5.26,5.57,0.59,1
250.34,0,0.62,44.35,0.15,5.3,5.57,0.62,1
253.68,0,0.65,44.7,0.17,5.18,5.44,0.66,1
257.02,0.03,0.73,43.63,0.2,5,5.3,0.7,1
260.35,0.09,0.77,44.35,0.23,4.88,5.22,0.78,1
263.69,0.12,0.73,47.21,0.24,4.78,5.14,0.86,1
260.35,0.1,0.59,50.78,0.23,4.8,5.17,0.89,1
236.99,0.07,0.37,47.21,0.16,3.2,3.46,0.63,1
223.64,0.05,0.29,44.35,0.13,2.56,2.77,0.52,1
223.64,0.05,0.27,43.99,0.13,2.63,2.84,0.52,1
223.64,0.05,0.28,43.63,0.13,2.66,2.87,0.5,1
223.64,0.04,0.27,42.92,0.13,2.81,3.02,0.48,1
226.97,0.04,0.29,42.92,0.14,3.16,3.39,0.48,1
236.99,0.06,0.55,42.92,0.22,3.91,4.23,0.63,1
260.35,0.04,1.09,41.84,0.34,5.2,5.67,0.79,1
273.71,0,1.35,38.62,0.37,6.44,7.03,0.86,1
280.38,0,1.21,37.55,0.35,7.7,8.39,0.9,1
283.72,0,1.08,37.19,0.32,9,9.74,0.86,1
287.06,0,0.99,37.55,0.3,10.39,11.16,0.79,2
290.39,0,0.93,39.34,0.29,12,12.75,0.72,2
293.73,0,0.87,42.56,0.28,13.78,14.47,0.71,2
293.73,0,0.74,45.78,0.27,15.44,16.1,0.7,2
293.73,0,0.61,49.35,0.25,16.85,17.49,0.65,2
297.07,0,0.53,51.5,0.23,17.98,18.59,0.63,2
303.75,0,0.51,52.21,0.21,18.8,19.38,0.62,2
307.08,0,0.53,53.64,0.21,19.08,19.61,0.63,2
307.08,0,0.57,54.36,0.21,18.86,19.36,0.64,2
313.76,0.03,0.65,54.36,0.23,18.55,19.06,0.65,2
320.44,0.09,0.69,55.79,0.25,17.69,18.23,0.71,2
323.77,0.11,0.66,59.37,0.26,16.65,17.18,0.75,2
323.77,0.09,0.5,62.23,0.24,15.6,16.09,0.79,2
293.73,0.05,0.3,56.51,0.17,9.16,9.46,0.58,1
293.73,0.05,0.26,55.08,0.16,7.76,8.01,0.53,1
300.41,0.04,0.27,56.51,0.17,8.06,8.29,0.55,1
313.76,0.04,0.3,57.22,0.19,9.01,9.23,0.58,1
333.79,0.04,0.32,59.37,0.22,11.14,11.38,0.63,2
350.48,0.04,0.36,60.8,0.25,13.62,13.89,0.68,2
367.17,0.04,0.66,59.37,0.33,15.93,16.3,0.88,2
390.53,0.02,1.3,54.36,0.44,18.32,18.85,1.11,2
407.22,0,1.71,49.35,0.5,20.99,21.68,1.25,3
413.9,0,1.74,45.78,0.51,23.1,23.96,1.39,3
420.57,0,1.8,43.63,0.48,24.97,25.96,1.41,3
427.25,0,1.74,41.13,0.42,27.48,28.57,1.31,4
433.92,0,1.5,40.05,0.34,29.88,31.02,1.12,4
433.92,0,1.22,41.13,0.26,31.17,32.22,1,4
427.25,0,0.96,43.99,0.2,30.77,31.72,0.91,4
420.57,0,0.69,49.35,0.16,29.14,29.93,0.78,4
413.9,0,0.49,55.08,0.13,26.23,26.82,0.69,4
407.22,0,0.42,57.94,0.12,21.84,22.21,0.58,3
393.87,0,0.41,60.8,0.12,16.81,17.03,0.49,2
383.85,0,0.47,60.8,0.12,14.88,15.06,0.42,2
